enterprise_id,enterprise_name,county,sub_county,ward,value_chain,ownership_category,employees,registration_status,year_established,capacity_score,support_need,latitude,longitude
511,Makueni Textile Upcyclers 511,Makueni,Kilungu,Kilungu,Textiles,Women-owned,8,Registered,2021,1,Market linkages,-1.634326,37.710922
512,Makueni Fabric Reclaim 512,Makueni,Mtito Andei,Mtito Andei,Textiles,Youth-owned,2,Registered,2021,4,Technical training,-1.954184,37.645619
513,Makueni Fabric Reclaim 513,Makueni,Kilungu,Kilungu,Textiles,Women-owned,15,Not Registered,2023,2,Business registration support,-1.782553,37.61553
514,Makueni Fabric Reclaim 514,Makueni,Wote,Wote,Textiles,PWD-owned,2,Registered,2021,5,Access to finance,-1.888047,37.594724
515,Makueni BioWaste Traders 515,Makueni,Kibwezi East,Kibwezi East,Organic Waste,Youth-owned,6,Registered,2022,3,Market linkages,-1.868434,37.653696
516,Makueni Green Building Materials 516,Makueni,Kilungu,Kilungu,Circular Construction Materials,Youth-owned,25,Not Registered,2016,3,Market linkages,-1.967744,37.734442
517,Makueni Packaging Solutions 517,Makueni,Kaiti,Kaiti,Plastics and Packaging,General/Other,25,Not Registered,2019,1,Technical training,-1.650277,37.752651
518,Makueni Electro Recovery 518,Makueni,Wote,Wote,Electrical and Electronic Waste (E-waste),Youth-owned,5,Registered,2024,5,Business registration support,-1.864424,37.706305
519,Makueni Textile Upcyclers 519,Makueni,Kilungu,Kilungu,Textiles,Youth-owned,5,Registered,2024,2,Access to finance,-1.774018,37.67877
520,Makueni Compost Works 520,Makueni,Kilungu,Kilungu,Organic Waste,Women-owned,20,Registered,2016,3,Certification/standards,-1.748187,37.4429
521,Makueni PET Collectors 521,Makueni,Kilungu,Kilungu,Plastics and Packaging,General/Other,10,Not Registered,2023,1,Technical training,-1.900679,37.576952
522,Makueni Packaging Solutions 522,Makueni,Kibwezi East,Kibwezi East,Plastics and Packaging,General/Other,4,Not Registered,2019,1,Access to finance,-1.803666,37.604775
523,Makueni Black Soldier Fly Farm 523,Makueni,Kilungu,Kilungu,Organic Waste,PWD-owned,5,Registered,2023,3,Certification/standards,-1.715919,37.446514
524,Makueni Compost Works 524,Makueni,Mtito Andei,Mtito Andei,Organic Waste,General/Other,5,Registered,2020,1,Business registration support,-1.667576,37.760445
525,Makueni Circuit Reclaim 525,Makueni,Wote,Wote,Electrical and Electronic Waste (E-waste),PWD-owned,4,Registered,2021,2,Equipment/machinery,-1.72114,37.627358
526,Makueni Green Compost Co 526,Makueni,Mtito Andei,Mtito Andei,Organic Waste,Women-owned,20,Not Registered,2017,5,Business registration support,-1.822199,37.487338
527,Mombasa Green Compost Co 527,Mombasa,Changamwe,Changamwe,Organic Waste,General/Other,6,Registered,2023,5,Market linkages,-4.051892,39.71728
528,Mombasa Packaging Solutions 528,Mombasa,Nyali,Nyali,Plastics and Packaging,Youth-owned,8,Registered,2025,3,Equipment/machinery,-4.002757,39.625663
529,Mombasa Organic Waste Solutions 529,Mombasa,Changamwe,Changamwe,Organic Waste,General/Other,5,Registered,2024,5,Business registration support,-4.090687,39.63037
530,Mombasa Textile Waste Hub 530,Mombasa,Changamwe,Changamwe,Textiles,Youth-owned,12,Not Registered,2022,4,Market linkages,-4.075791,39.61133
531,Mombasa Organic Waste Solutions 531,Mombasa,Kisauni,Kisauni,Organic Waste,Youth-owned,1,Not Registered,2021,1,Equipment/machinery,-4.044527,39.624702
532,Mombasa Fabric Reclaim 532,Mombasa,Changamwe,Changamwe,Textiles,General/Other,25,Registered,2022,5,Equipment/machinery,-4.095564,39.719452
533,Mombasa Kitenge Revival 533,Mombasa,Kisauni,Kisauni,Textiles,General/Other,15,Not Registered,2024,3,Equipment/machinery,-4.010354,39.681152
534,Mombasa Reclaimed Materials 534,Mombasa,Jomvu,Jomvu,Circular Construction Materials,Youth-owned,10,Not Registered,2015,1,Equipment/machinery,-4.026533,39.692694
535,Mombasa Textile Waste Hub 535,Mombasa,Jomvu,Jomvu,Textiles,Women-owned,1,Registered,2022,5,Certification/standards,-4.056027,39.69642
536,Mombasa TechWaste Solutions 536,Mombasa,Nyali,Nyali,Electrical and Electronic Waste (E-waste),Women-owned,12,Not Registered,2022,1,Certification/standards,-4.048138,39.658895
537,Mombasa E-Waste Recyclers 537,Mombasa,Mvita,Mvita,Electrical and Electronic Waste (E-waste),Women-owned,8,Registered,2022,5,Market linkages,-4.043421,39.629773
538,Mombasa Packaging Solutions 538,Mombasa,Kisauni,Kisauni,Plastics and Packaging,Youth-owned,5,Registered,2025,4,Access to finance,-4.032662,39.693716
539,Mombasa Textile Upcyclers 539,Mombasa,Likoni,Likoni,Textiles,Women-owned,8,Not Registered,2023,5,Certification/standards,-4.0898,39.662128
540,Mombasa Green Building Materials 540,Mombasa,Kisauni,Kisauni,Circular Construction Materials,Youth-owned,20,Not Registered,2017,3,Business registration support,-4.037458,39.613469
541,Mombasa Fabric Reclaim 541,Mombasa,Mvita,Mvita,Textiles,PWD-owned,20,Registered,2017,4,Technical training,-4.097343,39.645167
542,Mombasa Textile Upcyclers 542,Mombasa,Jomvu,Jomvu,Textiles,Women-owned,1,Registered,2022,4,Business registration support,-4.011653,39.609665
543,Mombasa Fabric Reclaim 543,Mombasa,Jomvu,Jomvu,Textiles,Women-owned,1,Registered,2023,5,Business registration support,-4.024364,39.662649
544,Mombasa Green Compost Co 544,Mombasa,Mvita,Mvita,Organic Waste,Youth-owned,20,Registered,2017,2,Access to finance,-4.036594,39.70723
545,Mombasa EcoPack 545,Mombasa,Jomvu,Jomvu,Plastics and Packaging,Youth-owned,3,Registered,2024,4,Market linkages,-4.067687,39.718646
546,Mombasa Reclaimed Materials 546,Mombasa,Jomvu,Jomvu,Circular Construction Materials,Women-owned,5,Registered,2021,1,Access to finance,-4.08221,39.662841
547,Mombasa Repurposed Plastics Co 547,Mombasa,Jomvu,Jomvu,Plastics and Packaging,Youth-owned,12,Registered,2018,3,Technical training,-4.095709,39.664698
548,Mombasa Textile Waste Hub 548,Mombasa,Likoni,Likoni,Textiles,Women-owned,25,Not Registered,2019,1,Equipment/machinery,-4.090384,39.695767
549,Mombasa E-Waste Hub 549,Mombasa,Nyali,Nyali,Electrical and Electronic Waste (E-waste),Women-owned,15,Registered,2025,2,Business registration support,-4.072341,39.677217
550,Mombasa Electro Recovery 550,Mombasa,Changamwe,Changamwe,Electrical and Electronic Waste (E-waste),Youth-owned,2,Registered,2025,2,Access to finance,-3.99746,39.636127
551,Mombasa Packaging Solutions 551,Mombasa,Jomvu,Jomvu,Plastics and Packaging,Women-owned,4,Registered,2018,5,Certification/standards,-3.983622,39.657885
552,Mombasa BioWaste Traders 552,Mombasa,Likoni,Likoni,Organic Waste,Women-owned,20,Registered,2021,1,Access to finance,-4.066567,39.669003
553,Mombasa Reclaimed Materials 553,Mombasa,Likoni,Likoni,Circular Construction Materials,General/Other,1,Registered,2022,4,Equipment/machinery,-4.003655,39.631482
554,Mombasa Kitenge Revival 554,Mombasa,Jomvu,Jomvu,Textiles,General/Other,5,Registered,2025,1,Business registration support,-3.995989,39.663696
555,Mombasa Green Compost Co 555,Mombasa,Jomvu,Jomvu,Organic Waste,Women-owned,3,Registered,2015,3,Access to finance,-4.101254,39.677488
556,Mombasa Black Soldier Fly Farm 556,Mombasa,Mvita,Mvita,Organic Waste,Women-owned,2,Not Registered,2019,2,Business registration support,-4.039387,39.628116
557,Mombasa Compost Works 557,Mombasa,Nyali,Nyali,Organic Waste,Youth-owned,4,Registered,2017,4,Technical training,-4.053836,39.667847
558,Mombasa PET Collectors 558,Mombasa,Likoni,Likoni,Plastics and Packaging,Women-owned,12,Registered,2020,1,Equipment/machinery,-4.010165,39.717802
559,Mombasa E-Waste Hub 559,Mombasa,Nyali,Nyali,Electrical and Electronic Waste (E-waste),General/Other,3,Registered,2015,5,Certification/standards,-4.010436,39.625395
560,Mombasa Electro Recovery 560,Mombasa,Mvita,Mvita,Electrical and Electronic Waste (E-waste),Youth-owned,15,Not Registered,2020,1,Certification/standards,-3.999723,39.6221
561,Mombasa E-Waste Recyclers 561,Mombasa,Likoni,Likoni,Electrical and Electronic Waste (E-waste),Youth-owned,20,Not Registered,2020,5,Technical training,-4.041031,39.687278
562,Mombasa Fabric Reclaim 562,Mombasa,Nyali,Nyali,Textiles,Women-owned,3,Registered,2016,1,Technical training,-4.070302,39.646498
563,Mombasa EcoPack 563,Mombasa,Jomvu,Jomvu,Plastics and Packaging,Women-owned,3,Not Registered,2019,3,Technical training,-4.041813,39.632989
564,Mombasa Green Building Materials 564,Mombasa,Changamwe,Changamwe,Circular Construction Materials,Women-owned,3,Registered,2025,4,Access to finance,-4.094951,39.681792
565,Mombasa Plastics Recyclers 565,Mombasa,Kisauni,Kisauni,Plastics and Packaging,Youth-owned,20,Not Registered,2022,5,Business registration support,-4.097044,39.659376
566,Mombasa Construction Waste Reuse 566,Mombasa,Nyali,Nyali,Circular Construction Materials,General/Other,10,Registered,2016,5,Access to finance,-4.06362,39.631978
567,Mombasa E-Waste Recyclers 567,Mombasa,Kisauni,Kisauni,Electrical and Electronic Waste (E-waste),General/Other,4,Registered,2024,4,Market linkages,-4.066253,39.68553
568,Mombasa BioWaste Traders 568,Mombasa,Kisauni,Kisauni,Organic Waste,Women-owned,10,Registered,2022,3,Equipment/machinery,-4.081498,39.718272
569,Mombasa PET Collectors 569,Mombasa,Kisauni,Kisauni,Plastics and Packaging,General/Other,3,Registered,2021,5,Business registration support,-4.048151,39.628696
570,Mombasa PET Collectors 570,Mombasa,Jomvu,Jomvu,Plastics and Packaging,Women-owned,8,Registered,2018,4,Business registration support,-4.025566,39.703292
571,Mombasa Green Building Materials 571,Mombasa,Kisauni,Kisauni,Circular Construction Materials,General/Other,8,Registered,2020,5,Equipment/machinery,-4.057442,39.649086
572,Mombasa Green Building Materials 572,Mombasa,Changamwe,Changamwe,Circular Construction Materials,General/Other,2,Registered,2022,5,Equipment/machinery,-4.023987,39.617547
573,Mombasa Green Compost Co 573,Mombasa,Likoni,Likoni,Organic Waste,General/Other,2,Not Registered,2024,1,Business registration support,-4.004857,39.629341
574,Mombasa TechWaste Solutions 574,Mombasa,Kisauni,Kisauni,Electrical and Electronic Waste (E-waste),Youth-owned,20,Not Registered,2017,2,Business registration support,-4.026101,39.615578
575,Mombasa Kitenge Revival 575,Mombasa,Jomvu,Jomvu,Textiles,Women-owned,6,Registered,2025,2,Certification/standards,-4.06852,39.682069
576,Mombasa Black Soldier Fly Farm 576,Mombasa,Mvita,Mvita,Organic Waste,Youth-owned,12,Registered,2017,1,Business registration support,-3.98559,39.649512
577,Mombasa Compost Works 577,Mombasa,Nyali,Nyali,Organic Waste,Youth-owned,2,Not Registered,2015,5,Technical training,-3.995371,39.724348
578,Mombasa Kitenge Revival 578,Mombasa,Mvita,Mvita,Textiles,PWD-owned,8,Registered,2025,4,Equipment/machinery,-4.03268,39.683226
579,Mombasa Kitenge Revival 579,Mombasa,Changamwe,Changamwe,Textiles,General/Other,5,Not Registered,2025,4,Market linkages,-4.080913,39.654351
580,Mombasa Fabric Reclaim 580,Mombasa,Likoni,Likoni,Textiles,PWD-owned,8,Not Registered,2017,4,Certification/standards,-4.09489,39.610085
581,Mombasa Packaging Solutions 581,Mombasa,Mvita,Mvita,Plastics and Packaging,General/Other,15,Registered,2023,5,Equipment/machinery,-4.006787,39.711418
582,Mombasa E-Waste Hub 582,Mombasa,Kisauni,Kisauni,Electrical and Electronic Waste (E-waste),Women-owned,10,Not Registered,2018,1,Business registration support,-4.057334,39.635289
583,Mombasa Construction Waste Reuse 583,Mombasa,Kisauni,Kisauni,Circular Construction Materials,Youth-owned,10,Not Registered,2016,1,Business registration support,-3.992312,39.677362
584,Mombasa EcoBrick Works 584,Mombasa,Mvita,Mvita,Circular Construction Materials,Women-owned,12,Registered,2024,3,Equipment/machinery,-4.093892,39.695822
585,Mombasa Packaging Solutions 585,Mombasa,Kisauni,Kisauni,Plastics and Packaging,PWD-owned,5,Registered,2020,5,Business registration support,-4.02782,39.687848
586,Mombasa Recycled Blocks Co 586,Mombasa,Kisauni,Kisauni,Circular Construction Materials,Women-owned,6,Not Registered,2019,3,Equipment/machinery,-4.049016,39.716927
587,Mombasa Organic Waste Solutions 587,Mombasa,Likoni,Likoni,Organic Waste,Youth-owned,1,Registered,2024,5,Technical training,-4.020094,39.679916
588,Mombasa Textile Waste Hub 588,Mombasa,Likoni,Likoni,Textiles,PWD-owned,10,Registered,2023,1,Technical training,-4.024742,39.64321
589,Mombasa PET Collectors 589,Mombasa,Nyali,Nyali,Plastics and Packaging,General/Other,2,Registered,2024,1,Certification/standards,-4.087595,39.641917
590,Mombasa Kitenge Revival 590,Mombasa,Nyali,Nyali,Textiles,PWD-owned,12,Not Registered,2020,4,Market linkages,-4.006559,39.63955
591,Mombasa Packaging Solutions 591,Mombasa,Jomvu,Jomvu,Plastics and Packaging,Women-owned,4,Registered,2025,4,Equipment/machinery,-3.991427,39.626698
592,Mombasa Fabric Reclaim 592,Mombasa,Jomvu,Jomvu,Textiles,Women-owned,3,Registered,2022,1,Access to finance,-4.015377,39.649609
593,Mombasa Black Soldier Fly Farm 593,Mombasa,Mvita,Mvita,Organic Waste,Youth-owned,5,Registered,2021,4,Equipment/machinery,-3.98971,39.718895
594,Mombasa PET Collectors 594,Mombasa,Kisauni,Kisauni,Plastics and Packaging,Women-owned,12,Registered,2021,1,Access to finance,-4.05766,39.646083
595,Mombasa Construction Waste Reuse 595,Mombasa,Nyali,Nyali,Circular Construction Materials,Youth-owned,10,Not Registered,2018,5,Equipment/machinery,-4.071061,39.704478
596,Mombasa Green Building Materials 596,Mombasa,Jomvu,Jomvu,Circular Construction Materials,Youth-owned,20,Registered,2016,5,Access to finance,-4.063011,39.691033
597,Mombasa Repurposed Plastics Co 597,Mombasa,Likoni,Likoni,Plastics and Packaging,Women-owned,4,Registered,2024,3,Technical training,-4.040468,39.69046
598,Mombasa Plastics Recyclers 598,Mombasa,Jomvu,Jomvu,Plastics and Packaging,General/Other,2,Registered,2024,1,Certification/standards,-4.024707,39.708455
599,Mombasa Kitenge Revival 599,Mombasa,Mvita,Mvita,Textiles,General/Other,25,Registered,2019,2,Access to finance,-4.011837,39.685949
600,Mombasa E-Waste Recyclers 600,Mombasa,Mvita,Mvita,Electrical and Electronic Waste (E-waste),General/Other,3,Not Registered,2019,3,Technical training,-4.049087,39.72763
601,Mombasa Repurposed Plastics Co 601,Mombasa,Kisauni,Kisauni,Plastics and Packaging,General/Other,10,Registered,2018,3,Market linkages,-4.063581,39.615407
602,Mombasa EcoBrick Works 602,Mombasa,Changamwe,Changamwe,Circular Construction Materials,Women-owned,15,Registered,2022,4,Market linkages,-4.026042,39.621212
603,Mombasa Compost Works 603,Mombasa,Likoni,Likoni,Organic Waste,Youth-owned,10,Registered,2025,4,Access to finance,-4.09475,39.676761
604,Mombasa Plastics Recyclers 604,Mombasa,Mvita,Mvita,Plastics and Packaging,Women-owned,1,Registered,2022,4,Business registration support,-4.056642,39.626393
605,Mombasa Electro Recovery 605,Mombasa,Kisauni,Kisauni,Electrical and Electronic Waste (E-waste),General/Other,1,Registered,2022,5,Market linkages,-4.002214,39.701912
606,Mombasa EcoPack 606,Mombasa,Jomvu,Jomvu,Plastics and Packaging,PWD-owned,20,Not Registered,2025,4,Access to finance,-3.991295,39.65127
607,Mombasa PET Collectors 607,Mombasa,Jomvu,Jomvu,Plastics and Packaging,General/Other,4,Registered,2015,3,Certification/standards,-4.001099,39.649008
608,Mombasa Circuit Reclaim 608,Mombasa,Nyali,Nyali,Electrical and Electronic Waste (E-waste),Women-owned,2,Not Registered,2022,3,Equipment/machinery,-4.019994,39.715775
609,Mombasa Fabric Reclaim 609,Mombasa,Likoni,Likoni,Textiles,Women-owned,2,Not Registered,2025,4,Equipment/machinery,-4.080329,39.694569
610,Mombasa Black Soldier Fly Farm 610,Mombasa,Jomvu,Jomvu,Organic Waste,General/Other,6,Registered,2015,1,Access to finance,-3.987706,39.705613
611,Mombasa E-Waste Recyclers 611,Mombasa,Changamwe,Changamwe,Electrical and Electronic Waste (E-waste),Women-owned,25,Registered,2016,5,Market linkages,-4.006648,39.688278
612,Mombasa Packaging Solutions 612,Mombasa,Kisauni,Kisauni,Plastics and Packaging,General/Other,25,Registered,2015,1,Market linkages,-4.02504,39.664746
613,Mombasa Textile Upcyclers 613,Mombasa,Nyali,Nyali,Textiles,Women-owned,2,Registered,2024,5,Access to finance,-4.005011,39.619875
614,Mombasa Green Building Materials 614,Mombasa,Likoni,Likoni,Circular Construction Materials,General/Other,2,Not Registered,2024,4,Technical training,-4.006966,39.659345
615,Mombasa Green Building Materials 615,Mombasa,Nyali,Nyali,Circular Construction Materials,General/Other,6,Registered,2019,5,Market linkages,-4.003129,39.703372
616,Mombasa Kitenge Revival 616,Mombasa,Changamwe,Changamwe,Textiles,Women-owned,3,Registered,2025,5,Access to finance,-4.019945,39.674609
617,Mombasa EcoBrick Works 617,Mombasa,Changamwe,Changamwe,Circular Construction Materials,Youth-owned,25,Registered,2019,2,Access to finance,-4.101624,39.666636
618,Mombasa Electro Recovery 618,Mombasa,Mvita,Mvita,Electrical and Electronic Waste (E-waste),Youth-owned,4,Not Registered,2024,4,Equipment/machinery,-4.088273,39.625371
619,Mombasa EcoPack 619,Mombasa,Changamwe,Changamwe,Plastics and Packaging,Youth-owned,8,Registered,2018,3,Technical training,-4.017436,39.681646
620,Mombasa Textile Upcyclers 620,Mombasa,Jomvu,Jomvu,Textiles,General/Other,4,Registered,2025,5,Business registration support,-3.986285,39.682471
621,Mombasa Thrift & Mend 621,Mombasa,Likoni,Likoni,Textiles,PWD-owned,3,Registered,2015,4,Equipment/machinery,-4.080254,39.703794
622,Mombasa PET Collectors 622,Mombasa,Nyali,Nyali,Plastics and Packaging,Women-owned,2,Not Registered,2023,4,Access to finance,-4.078349,39.638366
623,Mombasa Fabric Reclaim 623,Mombasa,Likoni,Likoni,Textiles,General/Other,15,Registered,2018,4,Business registration support,-4.045293,39.622128
624,Mombasa Organic Waste Solutions 624,Mombasa,Likoni,Likoni,Organic Waste,PWD-owned,4,Registered,2024,2,Equipment/machinery,-4.064364,39.619968
625,Mombasa E-Waste Recyclers 625,Mombasa,Kisauni,Kisauni,Electrical and Electronic Waste (E-waste),Women-owned,3,Registered,2018,4,Technical training,-4.086107,39.719546
626,Mombasa BioWaste Traders 626,Mombasa,Changamwe,Changamwe,Organic Waste,Women-owned,2,Not Registered,2022,3,Market linkages,-4.063193,39.612051
627,Mombasa Circuit Reclaim 627,Mombasa,Nyali,Nyali,Electrical and Electronic Waste (E-waste),Youth-owned,15,Not Registered,2018,5,Market linkages,-4.077118,39.643619
628,Mombasa Repurposed Plastics Co 628,Mombasa,Jomvu,Jomvu,Plastics and Packaging,Women-owned,1,Not Registered,2018,4,Technical training,-4.044794,39.72768
629,Mombasa Thrift & Mend 629,Mombasa,Kisauni,Kisauni,Textiles,Women-owned,1,Registered,2015,2,Business registration support,-4.033964,39.715219
630,Mombasa Repurposed Plastics Co 630,Mombasa,Mvita,Mvita,Plastics and Packaging,Women-owned,2,Registered,2018,4,Certification/standards,-4.011267,39.612234
631,Mombasa EcoPack 631,Mombasa,Likoni,Likoni,Plastics and Packaging,Youth-owned,4,Registered,2016,3,Technical training,-4.020321,39.656994
632,Mombasa Repurposed Plastics Co 632,Mombasa,Mvita,Mvita,Plastics and Packaging,General/Other,10,Registered,2017,5,Access to finance,-4.06692,39.692597
633,Mombasa Circuit Reclaim 633,Mombasa,Nyali,Nyali,Electrical and Electronic Waste (E-waste),Youth-owned,25,Registered,2015,1,Equipment/machinery,-4.028283,39.692668
634,Mombasa Black Soldier Fly Farm 634,Mombasa,Nyali,Nyali,Organic Waste,Women-owned,2,Registered,2020,2,Certification/standards,-4.019733,39.6817
635,Mombasa EcoPack 635,Mombasa,Mvita,Mvita,Plastics and Packaging,Women-owned,1,Registered,2017,4,Business registration support,-4.059821,39.614388
636,Mombasa Recycled Blocks Co 636,Mombasa,Jomvu,Jomvu,Circular Construction Materials,General/Other,2,Registered,2024,2,Business registration support,-4.01838,39.632766
637,Mombasa Fabric Reclaim 637,Mombasa,Nyali,Nyali,Textiles,PWD-owned,2,Registered,2022,3,Access to finance,-4.061175,39.640283
638,Mombasa E-Waste Hub 638,Mombasa,Jomvu,Jomvu,Electrical and Electronic Waste (E-waste),Women-owned,10,Registered,2025,5,Technical training,-4.003953,39.66462
639,Mombasa Packaging Solutions 639,Mombasa,Kisauni,Kisauni,Plastics and Packaging,Youth-owned,3,Registered,2017,1,Access to finance,-4.093023,39.655082
640,Mombasa Circuit Reclaim 640,Mombasa,Changamwe,Changamwe,Electrical and Electronic Waste (E-waste),Youth-owned,10,Registered,2022,5,Market linkages,-4.041017,39.683473
641,Mombasa PET Collectors 641,Mombasa,Changamwe,Changamwe,Plastics and Packaging,Youth-owned,6,Registered,2020,5,Certification/standards,-4.095946,39.712815
642,Mombasa Black Soldier Fly Farm 642,Mombasa,Jomvu,Jomvu,Organic Waste,Women-owned,15,Registered,2019,4,Technical training,-4.023597,39.67182
643,Mombasa Thrift & Mend 643,Mombasa,Changamwe,Changamwe,Textiles,General/Other,6,Registered,2017,1,Market linkages,-4.045391,39.724687
644,Mombasa Green Building Materials 644,Mombasa,Mvita,Mvita,Circular Construction Materials,Youth-owned,4,Registered,2020,2,Market linkages,-4.039262,39.630074
645,Mombasa Green Building Materials 645,Mombasa,Kisauni,Kisauni,Circular Construction Materials,Women-owned,6,Not Registered,2017,1,Certification/standards,-4.072251,39.63034
646,Mombasa Black Soldier Fly Farm 646,Mombasa,Jomvu,Jomvu,Organic Waste,Youth-owned,10,Not Registered,2022,1,Equipment/machinery,-3.986444,39.672237
647,Mombasa Organic Waste Solutions 647,Mombasa,Likoni,Likoni,Organic Waste,Women-owned,5,Not Registered,2024,3,Equipment/machinery,-3.987082,39.673737
648,Mombasa Textile Waste Hub 648,Mombasa,Mvita,Mvita,Textiles,PWD-owned,3,Registered,2016,4,Access to finance,-3.994674,39.661253
649,Mombasa Compost Works 649,Mombasa,Kisauni,Kisauni,Organic Waste,Women-owned,15,Registered,2024,3,Access to finance,-4.029397,39.634644
650,Mombasa Green Building Materials 650,Mombasa,Nyali,Nyali,Circular Construction Materials,General/Other,8,Registered,2020,1,Business registration support,-4.080014,39.618231
651,Mombasa Reclaimed Materials 651,Mombasa,Jomvu,Jomvu,Circular Construction Materials,Women-owned,8,Registered,2020,2,Certification/standards,-3.990292,39.717214
652,Mombasa PET Collectors 652,Mombasa,Nyali,Nyali,Plastics and Packaging,General/Other,25,Not Registered,2021,1,Market linkages,-4.061337,39.725503
653,Mombasa TechWaste Solutions 653,Mombasa,Changamwe,Changamwe,Electrical and Electronic Waste (E-waste),Women-owned,15,Registered,2017,4,Market linkages,-4.006819,39.724643
654,Mombasa Thrift & Mend 654,Mombasa,Kisauni,Kisauni,Textiles,Women-owned,2,Registered,2025,5,Equipment/machinery,-3.984894,39.671236
655,Mombasa Black Soldier Fly Farm 655,Mombasa,Changamwe,Changamwe,Organic Waste,General/Other,3,Not Registered,2019,2,Market linkages,-4.036802,39.69343
656,Mombasa EcoBrick Works 656,Mombasa,Likoni,Likoni,Circular Construction Materials,Women-owned,25,Registered,2015,4,Business registration support,-4.004764,39.644439
657,Mombasa Packaging Solutions 657,Mombasa,Nyali,Nyali,Plastics and Packaging,Women-owned,20,Not Registered,2021,1,Certification/standards,-4.06748,39.685067
658,Mombasa Kitenge Revival 658,Mombasa,Mvita,Mvita,Textiles,General/Other,15,Not Registered,2024,4,Access to finance,-4.026126,39.611613
659,Kilifi E-Waste Hub 659,Kilifi,Ganze,Ganze,Electrical and Electronic Waste (E-waste),Women-owned,12,Not Registered,2015,1,Technical training,-3.363362,39.960498
660,Kilifi Organic Waste Solutions 660,Kilifi,Rabai,Rabai,Organic Waste,General/Other,3,Registered,2020,2,Technical training,-3.687296,39.837172
661,Kilifi TechWaste Solutions 661,Kilifi,Malindi Town,Malindi Town,Electrical and Electronic Waste (E-waste),General/Other,20,Registered,2016,5,Market linkages,-3.594758,39.921145
662,Kilifi Green Building Materials 662,Kilifi,Rabai,Rabai,Circular Construction Materials,General/Other,20,Not Registered,2020,3,Technical training,-3.581657,39.835784
663,Kilifi EcoPack 663,Kilifi,Rabai,Rabai,Plastics and Packaging,Youth-owned,10,Registered,2017,3,Technical training,-3.570048,39.766787
664,Kilifi Packaging Solutions 664,Kilifi,Kilifi North,Kilifi North,Plastics and Packaging,General/Other,25,Not Registered,2023,5,Business registration support,-3.509347,40.041929
665,Kilifi Reclaimed Materials 665,Kilifi,Malindi Town,Malindi Town,Circular Construction Materials,Youth-owned,10,Registered,2020,2,Access to finance,-3.543761,40.075712
666,Kilifi Kitenge Revival 666,Kilifi,Rabai,Rabai,Textiles,Youth-owned,25,Not Registered,2018,3,Access to finance,-3.501452,40.097345
667,Kilifi Fabric Reclaim 667,Kilifi,Kilifi North,Kilifi North,Textiles,General/Other,2,Registered,2022,4,Certification/standards,-3.587729,39.793236
668,Kilifi E-Waste Recyclers 668,Kilifi,Kilifi North,Kilifi North,Electrical and Electronic Waste (E-waste),Women-owned,2,Not Registered,2015,1,Equipment/machinery,-3.667573,40.026522
669,Kilifi PET Collectors 669,Kilifi,Malindi Town,Malindi Town,Plastics and Packaging,General/Other,4,Registered,2020,2,Business registration support,-3.40888,40.022248
670,Kilifi Plastics Recyclers 670,Kilifi,Kilifi North,Kilifi North,Plastics and Packaging,General/Other,3,Not Registered,2024,3,Technical training,-3.372355,40.086038
671,Kilifi Textile Waste Hub 671,Kilifi,Rabai,Rabai,Textiles,General/Other,25,Registered,2019,5,Market linkages,-3.683365,40.037135
672,Kilifi Textile Waste Hub 672,Kilifi,Malindi Town,Malindi Town,Textiles,Youth-owned,10,Registered,2024,5,Certification/standards,-3.321268,39.748774
673,Kilifi Kitenge Revival 673,Kilifi,Malindi Town,Malindi Town,Textiles,Women-owned,4,Registered,2020,2,Business registration support,-3.638361,39.851229
674,Kilifi Repurposed Plastics Co 674,Kilifi,Malindi Town,Malindi Town,Plastics and Packaging,Women-owned,25,Registered,2020,3,Business registration support,-3.502809,39.907626
675,Kilifi E-Waste Recyclers 675,Kilifi,Ganze,Ganze,Electrical and Electronic Waste (E-waste),Youth-owned,12,Registered,2021,4,Market linkages,-3.597255,39.949456
676,Kilifi Textile Upcyclers 676,Kilifi,Ganze,Ganze,Textiles,Youth-owned,2,Registered,2023,4,Certification/standards,-3.335067,39.856277
677,Kilifi Plastics Recyclers 677,Kilifi,Kilifi North,Kilifi North,Plastics and Packaging,General/Other,6,Not Registered,2020,2,Access to finance,-3.552775,39.987315
678,Kilifi Textile Waste Hub 678,Kilifi,Ganze,Ganze,Textiles,PWD-owned,15,Registered,2025,3,Certification/standards,-3.661595,40.044544
679,Kilifi TechWaste Solutions 679,Kilifi,Ganze,Ganze,Electrical and Electronic Waste (E-waste),General/Other,3,Not Registered,2016,5,Technical training,-3.444029,40.089356
680,Kilifi PET Collectors 680,Kilifi,Ganze,Ganze,Plastics and Packaging,Youth-owned,1,Not Registered,2022,1,Certification/standards,-3.51179,39.960648
681,Kilifi Packaging Solutions 681,Kilifi,Ganze,Ganze,Plastics and Packaging,Youth-owned,2,Registered,2023,5,Access to finance,-3.468866,39.840082
682,Kilifi Electro Recovery 682,Kilifi,Kilifi North,Kilifi North,Electrical and Electronic Waste (E-waste),Women-owned,12,Registered,2015,5,Technical training,-3.593275,39.90846
683,Kilifi E-Waste Recyclers 683,Kilifi,Ganze,Ganze,Electrical and Electronic Waste (E-waste),Women-owned,3,Registered,2019,1,Access to finance,-3.530654,40.05045
